NomeCandidato;NomeFornecedor;Valor;Descricao
EMERSON DO NASCIMENTO SILVA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
EMERSON DO NASCIMENTO SILVA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
EMERSON DO NASCIMENTO SILVA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
EMERSON DO NASCIMENTO SILVA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
EMERSON DO NASCIMENTO SILVA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
MARIA SIMONI DE ARAÌ_JO SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JOSÌä ALVES DOS SANTOS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1320;SANTINHOS
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;11540;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADAO 4X1 PAPEL COLCHET 90G
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JOSÌä ROBERTO PINTO DE LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHOS CASADOS 4X1 PAPEL COLCHET 90G
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;760;SANTINHO EM PAPEL COLCHÌ_ 115G
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;138;SANTINHOS 4X1 COLCHET 90G
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1738;SANTINHO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;256;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1370,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;314,16;SANTINHO 10X7CM
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;192;SANTINHO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1024;SANTINHOS
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;4500;SANTINHO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;16500;SANTINHO ADESIVO 6åá5X9åá5CM PAPEL ADESIVO COLORIDO
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;16330;SANTINHO 4X1åá 6åá5X9åá5CM PAPEL COLCHÌ_ 115G
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1585,7;SANTINHO 4X1 PAPEL COLCHET 90G
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1752,3;SANTINHOS SACADO 4X1 PAPEL COLCHET 90G
ALAN RICK MIRANDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;11610;SANTINHOS 4X1 PAPEL COLCHET 90G
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHÌ_ 115G
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHOS 4X1 PAPEL COLCHET 90G
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHOS 4X1 PAPEL COLCHET 90G FOSCO
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHOS 4X1 PAPEL COLCHET 90G
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHOS 4X1 PAPEL COLCHET 90G
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHOS CASADOS 4X1 PAPEL COLCHET 90G
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHOS CASADOS 4X1 PAPEL COLCHET 90G
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;4500;SANTINHO
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;16500;SANTINHO ADESIVOåá 6åá5X9åá5CM PAPEL ADESIVO COLORIDO
JULIANA RODRIGUES DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;16330;SANTINHO 4X1åá 6åá5X9åá5CM PAPEL COLCHÌ_ 115G
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9XM PAPEL ADESIVO COLORIDO
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3691,2;SANTINHOS
EWERTON COSTA SOUZA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1827,67;SANTINHOS
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHÌ_ 115G
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;11540;SANTINHOS 4X1 PAPEL COLCHET 90G
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHE 90G
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JEFRSON DA SILVA MENDONÌàA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
FRANCISCA SILVA DE MOURA LIMA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
CLEIDE MARIA FERREIRA DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHÌ_ 115G
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHOS 4X1 PAPEL COLCHET 90G
JOSÌä CIRIO DE OLIVEIRA FREITAS;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL COLORIDO
FRANCISCO VALDERLÌDIO DE ARAÌ_JO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;2838,46;SANTINHOS
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHÌ_ 115G
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
RAIMUNDO DA SILVA LOURENÌàO;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;4368;SANTINHOS 
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHET 115G
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHO 4X1 PAPEL COLCHET 90G FOSCO
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1000;SANTINHO 4X1 PAPEL COLCHET 90G
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
RUTÌ_NIO SÌ DE OLIVEIRA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL COLORIDO
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;600;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1366,4;SANTINHO ADESIVO 6X9CM PAPEL ADESIVO COLORIDO
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;3330;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1748,4;SANTINHO CASADO 4X1 PAPEL COLCHET 90G
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1584,6;SANTINHO 4X1 PAPEL COLCHET 90G
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;11540;SANTINHO 4X1 PAPEL COLCHET 90G
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;246;SANTINHOS 4X1 PAPEL COLCHET 90G FOSCO
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;1733;SANTINHO
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;133;SANTINHO 4X1 PAPEL COLCHET 90G
VALDEMIR JANUARIO DE ALMEIDA;ELEICAO 2014 COMITE FINANCEIRO AC UNICO PRB;660;SANTINHO EM PAPEL COLCHÌ_ 115G
EDSON FERREIRA CAMELI;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
ANTONIO GERALDO SOBRINHO;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
RAIMUNDO DA COSTA MARTINS;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
ARNALDO SILVA SOUSA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
ROZANGELA PEREIRA DE FREITAS;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
FRANCINETE MOREIRA BARROS;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE SANTINHOS
ANTONIO TIAGO SILVA DE ARAUJO;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
GERMANO CAVALCANTE DE OLIVEIRA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;312,5;DOAÌàÌÄO DE 31.250 SANTINHOS
CLAUDENOR MAGALHÌÄES SANTANA DE SOUZA;PARTIDO PROGRESSISTA - PP DIRETORIO REGIONAL;2000;DOAÌàÌÄO DE 200.000 SANTINHOS
